age,category,citizenship,company.name,company.type,country code,founded,from emerging,gdp,gender,industry,inherited,name,rank,region,relationship,sector,was founder,was political,wealth.type,worth in billions,year
63,New Sectors,Sweden,Ferring Pharmaceuticals,new,SWE,1950,True,0.0,male,Technology-Medical,True,Frederik Paulsen,281,Europe,relation,pharmaceuticals,True,False,inherited,5.0,2014
62,Financial,Sweden,LE Lundbergforetagen AB,new,SWE,1944,True,0.0,male,Real Estate,True,Fredrik Lundberg,466,Europe,relation,construction,True,False,inherited,3.4,2014
71,Non-Traded Sectors,Germany,Axel Sbringer AG,new,DEU,1946,True,0.0,female,Media,True,Friede Springer,354,Europe,relation,publishing,True,False,inherited,4.2,2014
67,Traded Sectors,Germany,Loh Group,new,DEU,1961,True,0.0,male,Non-consumer industrial,True,Friedhelm Loh,551,Europe,relation,industrial software,True,False,inherited,3.0,2014
80,0,Netherlands,Randstad,new,NLD,1960,True,0.0,male,Other,True,Frits Goldschmeding,295,Europe,founder,staffing company,True,False,founder non-finance,4.9,2014
-1,Traded Sectors,Germany,Draxlmaier Group,new,DEU,1958,True,0.0,male,Consumer,True,Fritz Draexlmaier,931,Europe,relation,automotive components,True,False,inherited,1.9,2014
56,Financial,China,Macrolink Group,new,CHN,1990,True,0.0,male,Diversified financial,True,Fu Kwan,1565,East Asia,chairman,investments,True,False,self-made finance,1.0,2014
46,New Sectors,China,Zhejiang Dahua Technology,new,CHN,2001,True,0.0,male,Technology-Computer,True,Fu Liquan,483,East Asia,chairman,security and surveillance technology,True,False,executive,3.3,2014
56,Non-Traded Sectors,China,Zhejiang Huace Film & TV,new,CHN,2005,True,0.0,male,Media,True,Fu Meicheng,931,East Asia,chairman,media,True,False,executive,1.9,2014
51,Traded Sectors,United States,Valve Corporation,new,USA,1996,True,0.0,male,Consumer,True,Gabe Newell,1372,North America,founder,video games,True,False,founder non-finance,1.2,2014
79,Non-Traded Sectors,Spain,Melia Hotels International,new,ESP,1956,True,0.0,male,"Retail, Restaurant",True,Gabriel Escarrer,1046,Europe,founder,hotels,True,False,founder non-finance,1.7,2014
73,Non-Traded Sectors,Canada,George Weston Limited,new,CAN,1882,True,0.0,male,"Retail, Restaurant",True,Galen Weston,153,North America,relation,food distribution,True,False,inherited,8.5,2014
62,Traded Sectors,China,Bosideng International,new,CHN,1975,True,0.0,male,Consumer,True,Gao Dekang,1092,East Asia,chairman,apparel retail,True,False,executive,1.6,2014
76,New Sectors,United States,Garmin,new,USA,1989,True,0.0,male,Technology-Computer,True,Gary Burrell,1092,North America,founder,GPS technology,True,False,founder non-finance,1.6,2014
60,Non-Traded Sectors,United States,TCI,new,USA,1968,True,0.0,male,Media,True,Gary Magness,988,North America,relation,cable,True,False,inherited,1.8,2014
65,New Sectors,United States,Medtronic,new,USA,1949,True,0.0,male,Technology-Medical,True,Gary Michelson,1154,North America,inventor,medical devices,True,False,executive,1.5,2014
51,Resource Related,India,Adani Group,new,IND,1988,True,0.0,male,Mining and metals,True,Gautam Adani,609,South Asia,founder,"energy (coal, oil and gas)",True,False,privatized and resources,2.8,2014
56,Resource Related,Russia,Wimm-Bill-Dann,new,RUS,1992,True,0.0,male,Mining and metals,True,Gavril Yushvaev,1046,Europe,owner,dairy,True,False,privatized and resources,1.7,2014
80,New Sectors,United States,Cook Group,new,USA,1963,True,0.0,female,Technology-Medical,True,Gayle Cook,240,North America,founder,medical technology,True,False,founder non-finance,5.8,2014
61,Resource Related,Russia,Gunvor Group,new,RUS,2000,True,0.0,male,Energy,True,Gennady Timchenko,61,Europe,founder,oil trading,True,True,privatized and resources,15.3,2014
49,Traded Sectors,Germany,Schaeffler Group,new,DEU,1946,True,0.0,male,Non-consumer industrial,True,Georg Schaeffler,71,Europe,relation,roller bearings,True,False,inherited,14.3,2014
47,Financial,Germany,Opel,new,DEU,1862,True,0.0,male,Real Estate,True,Georg von Opel,869,Europe,relation,cars,True,False,inherited,2.0,2014
77,Financial,United States,Arnel & Affiliates,new,USA,1969,True,0.0,male,Real Estate,True,George Argyros,731,North America,investor,real estate,True,False,self-made finance,2.4,2014
77,Resource Related,United States,GeoSouthern,new,USA,1981,True,0.0,male,Energy,True,George Bishop,446,North America,founder,oil and gas,True,False,privatized and resources,3.5,2014
92,Financial,United States,Mercury General,new,USA,1961,True,0.0,male,Money Management,True,George Joseph,1284,North America,founder,insurance,True,False,self-made finance,1.3,2014
71,Resource Related,United States,Kaiser-Francis Oil Company,new,USA,1940,True,0.0,male,Energy,True,George Kaiser,122,North America,relation,oil,True,False,inherited,10.0,2014
77,Financial,United States,"Vision Cable, Metro Mobile, Southern Union",new,USA,1972,True,0.0,male,Diversified financial,True,George Lindemann,506,North America,Chairman and Chief Executive Officer,"media, pipelines",True,False,self-made finance,3.2,2014
69,Non-Traded Sectors,United States,Lucasfilm,new,USA,1971,True,0.0,male,Media,True,George Lucas,295,North America,founder,Star Wars,True,False,founder non-finance,4.9,2014
70,Financial,United States,Kohlberg Kravis Roberts,new,USA,1976,True,0.0,male,Private equity/leveraged buyout,True,George Roberts,281,North America,founder,leveraged buyouts,True,False,self-made finance,5.0,2014
83,Financial,United States,Soros Fund Management,new,USA,1969,True,0.0,male,Hedge funds,True,George Soros,26,North America,founder,hedge funds,True,False,self-made finance,23.0,2014
81,Financial,Philippines,Metropolitan Bank and Trust Company,new,PHL,1962,True,0.0,male,Money Management,True,George Ty,764,East Asia,founder,banking,True,False,self-made finance,2.3,2014
62,Financial,United Kingdom,Grosvenor Group,new,GBR,1677,True,0.0,male,Real Estate,True,Gerald Cavendish Grosvenor,81,Europe,relation,real estate,True,False,inherited,13.0,2014
69,Financial,United States,Golden State Bancorp,new,USA,1926,True,0.0,male,Money Management,True,Gerald J. Ford,828,North America,Chairman,insurance,True,False,self-made finance,2.1,2014
72,Financial,Canada,Onex Corporation,new,CAN,1983,True,0.0,male,Money Management,True,Gerald Schwartz,1036,North America,founder,private equity,True,False,self-made finance,1.8,2014
63,Traded Sectors,France,Chanel,new,FRA,1909,True,0.0,male,Consumer,True,Gerard Wertheimer,141,Europe,relation,luxury goods,True,False,inherited,9.0,2014
52,Resource Related,Russia,Alfa Group,new,RUS,1989,True,0.0,male,Energy,True,German Khan,100,Europe,founder,oil and gas,True,False,privatized and resources,11.3,2014
60,Resource Related,Mexico,Grupo Mexio,new,MEX,1978,True,0.0,male,Mining and metals,True,German Larrea Mota Velasco,67,Latin America,founder,copper,True,False,privatized and resources,14.7,2014
70,Traded Sectors,Austria,Swarovski,new,AUT,1895,True,0.0,male,Consumer,True,Gernot Langes-Swarovski,1284,Europe,relation,luxury goods,True,False,inherited,1.3,2014
74,Non-Traded Sectors,Australia,Harvey Norman,new,AUS,1982,True,0.0,male,"Retail, Restaurant",True,Gerry Harvey,1372,North America,founder,retail,True,False,founder non-finance,1.2,2014
77,Resource Related,Italy,Saras SPA,new,ITA,1962,True,0.0,male,Energy,True,Gian Marco Moratti,1210,Europe,relation,oil,True,False,inherited,1.4,2014
-1,Non-Traded Sectors,Brazil,Grupo Abril,new,BRA,1950,True,0.0,male,Media,True,Giancarlo Franceso Civita,1540,Latin America,relation,media,True,False,inherited,1.1,2014
-1,0,Switzerland,MSC,new,CHE,1970,True,0.0,male,Other,True,Gianluigi Aponte,506,Europe,founder,shipping,True,False,founder non-finance,3.2,2014
46,New Sectors,Israel,Check Point,new,ISR,1993,True,0.0,male,Technology-Computer,True,Gil Shwed,988,Middle East/North Africa,founder,software,True,False,founder non-finance,1.8,2014
72,Traded Sectors,Italy,Benetton Group,new,ITA,1965,True,0.0,male,Consumer,True,Gilberto Benetton,580,Europe,founder,fashion,True,False,founder non-finance,2.9,2014
50,New Sectors,France,Eurofins Scientific,new,FRA,1988,True,0.0,male,Technology-Medical,True,Gilles Martin,1372,Europe,founder,laboratory services,True,False,founder non-finance,1.2,2014
60,Resource Related,Australia,Hancock Prospecting,new,AUS,1955,True,0.0,female,Mining and metals,True,Gina Rinehart,46,North America,relation,mining,True,False,inherited,17.7,2014
79,Traded Sectors,Italy,Armani,new,ITA,1975,True,0.0,male,Consumer,True,Giorgio Armani,129,Europe,founder,luxury goods,True,False,founder non-finance,9.9,2014
76,Traded Sectors,Italy,Benetton Group,new,ITA,1965,True,0.0,female,Consumer,True,Giuliana Benetton,580,Europe,founder,fashion,True,False,founder non-finance,2.9,2014
74,Non-Traded Sectors,Italy,De'Longhi Group,new,ITA,1902,True,0.0,male,"Retail, Restaurant",True,Giuseppe De'Longhi,796,Europe,relation,aplliances,True,False,inherited,2.2,2014
47,Non-Traded Sectors,Russia,Alfa Group,new,RUS,1989,True,0.0,male,Media,True,Gleb Fetisov,1210,Europe,owner,"telecom, finance",True,False,executive,1.4,2014
72,Non-Traded Sectors,United States,Taylor Corporation,aquired,USA,1975,True,0.0,male,Media,True,Glen Taylor,988,North America,founder,printing and electronics,True,False,founder non-finance,1.8,2014
56,Financial,United States,Highbridge Capital Management,new,USA,1992,True,0.0,male,Hedge funds,True,Glenn Dubin,988,North America,founder,hedge funds,True,False,self-made finance,1.8,2014
41,Financial,Russia,Kiyevskaya Ploshad,,RUS,0,True,0.0,male,Real Estate,True,God Nisanov,430,Europe,founder,real estate,True,False,self-made finance,3.6,2014
-1,Traded Sectors,Singapore,Nipsea,joint venture,SGP,1962,True,0.0,male,Consumer,True,Goh Cheng Liang,827,East Asia,chairman,paint,True,False,founder non-finance,2.2,2014
59,New Sectors,Malaysia,Silverlake Axis,new,MYS,1989,True,0.0,male,Technology-Computer,True,Goh Peng Ooi,1465,East Asia,founder,software,True,False,founder non-finance,1.1,2014
49,Financial,Hong Kong,Hikvision,new,HKG,2001,True,0.0,male,Diversified financial,True,Gong Hongjia,408,East Asia,owner and vice chair,security equipment,True,False,self-made finance,3.7,2014
80,Resource Related,United States,Getty ,new,USA,1904,True,0.0,male,Energy,True,Gordon Getty,869,North America,relation,oil,True,False,inherited,2.0,2014
85,New Sectors,United States,Intel ,new,USA,1968,True,0.0,male,Technology-Computer,True,Gordon Moore,281,North America,founder,technology,True,False,founder non-finance,5.0,2014
79,Financial,Hong Kong,Hopewell Holdings,new,HKG,1972,True,0.0,male,Real Estate,True,Gordon Wu,1465,East Asia,founder,infrastructure,True,False,self-made finance,1.1,2014
58,Financial,New Zealand,Rank Group,new,NZL,1987,True,0.0,male,Diversified financial,True,Graeme Hart,191,North America,founder,private equity,True,False,self-made finance,7.0,2014
69,Non-Traded Sectors,United Kingdom,DFS,aquired,GBR,1983,True,0.0,male,"Retail, Restaurant",True,Graham Kirkham,1565,Europe,founder,retail,True,False,founder non-finance,1.0,2014
78,Resource Related,Argentina,Petrolera Perez Companc,new,ARG,1968,True,0.0,male,Energy,True,Gregorio Perez Companc,1154,Latin America,relation,oil,True,False,inherited,1.5,2014
49,Traded Sectors,China,Shenzhen MTC,new,CHN,2005,True,0.0,male,Non-consumer industrial,True,Gu Wei,1092,East Asia,chairman,electronics,True,False,executive,1.6,2014
73,Traded Sectors,Germany,Maxingvest AG,new,DEU,1949,True,0.0,male,Consumer,True,Guenter Herz & Family,340,Europe,relation,coffee,True,False,inherited,4.4,2014
74,0,Germany,Fielmann AG,new,DEU,1972,True,0.0,male,Other,True,Guenther Fielmann,408,Europe,founder,glasses,True,False,founder non-finance,3.7,2014
-1,Non-Traded Sectors,Germany,Drogeriemarkt,new,DEU,1973,True,0.0,male,"Retail, Restaurant",True,Guenther Lehmann,988,Europe,owner,retail,True,False,executive,1.8,2014
64,Traded Sectors,Brazil,Natura Cosmeticos,new,BRA,1969,True,0.0,male,Consumer,True,Guilherme Peirao Leal,1372,Latin America,co-chairman,cosmetics,True,False,executive,1.2,2014
47,Financial,China,Fosun Group,new,CHN,1992,True,0.0,male,Diversified financial,True,Guo Guangchang,345,East Asia,founder,investment,True,False,self-made finance,4.3,2014
76,0,Sweden,Investment AB Latour,new,SWE,1984,True,0.0,male,Other,True,Gustaf Douglas,375,Europe,founder,security ,True,False,founder non-finance,4.0,2014
68,Non-Traded Sectors,Venezuela,Cisneros Group,new,VEN,1929,True,0.0,male,Media,True,Gustavo Cisneros,375,Latin America,relation,media,True,False,inherited,4.0,2014
54,0,Canada,Cirque du Soleil,new,CAN,1984,True,0.0,male,Other,True,Guy Laliberte,869,North America,founder,entertainment,True,False,founder non-finance,2.0,2014
52,Financial,United States,Cargill,new,USA,1865,True,0.0,female,Money Management,True,Gwendolyn Sontheim Meyer,305,North America,relation,food processing/commodities,True,False,inherited,4.8,2014
55,Traded Sectors,United States,S. C. Johnson & Son,new,USA,1886,True,0.0,male,Consumer,True,H. Fisk Johnson,551,North America,relation,cleaning supplies,True,False,inherited,3.0,2014
55,New Sectors,United States,Electronic Data Systems,new,USA,1962,True,0.0,male,Technology-Computer,True,"H. Ross Perot, Jr.",988,North America,relation,data processing,True,False,inherited,1.8,2014
83,New Sectors,United States,Electronic Data Systems,new,USA,1962,True,0.0,male,Technology-Computer,True,"H. Ross Perot, Sr.",446,North America,founder,data processing,True,False,founder non-finance,3.5,2014
76,Financial,United States,Waste Management,new,USA,1968,True,0.0,male,Diversified financial,True,H. Wayne Huizenga,687,North America,founder,waste management,True,False,self-made finance,2.5,2014
69,Non-Traded Sectors,United States,Saban Entertainment,new,USA,1988,True,0.0,male,Media,True,Haim Saban,466,North America,founder,media,True,False,founder non-finance,3.4,2014
72,Non-Traded Sectors,Japan,Sammy Corporation,new,JPN,1975,True,0.0,male,"Retail, Restaurant",True,Hajime Satomi,1465,East Asia,founder,entertainment,True,False,founder non-finance,1.1,2014
42,Traded Sectors,Turkey,Chobani,new,TUR,2005,True,0.0,male,Consumer,True,Hamdi Ulukaya,1210,Middle East/North Africa,founder,yogurt,True,False,founder non-finance,1.4,2014
62,Financial,United States,Blackstone Group,new,USA,1985,True,0.0,male,Money Management,True,Hamilton James,1092,North America,president,hedge funds,True,False,self-made finance,1.6,2014
83,Non-Traded Sectors,Japan,Maruhan,new,JPN,1957,True,0.0,male,"Retail, Restaurant",True,Han Chang-Woo,466,East Asia,"Chairman, CEO",gaming,True,False,founder non-finance,3.4,2014
-1,Non-Traded Sectors,United States,Meijer,new,USA,1934,True,0.0,male,"Retail, Restaurant",True,Hank & Doug Meijer,153,North America,relation,groceries,True,False,inherited,8.5,2014
56,Traded Sectors,Denmark,ECCO,new,DEN,1963,True,0.0,female,Consumer,True,Hanni Toosbuy Kasprzak,642,Europe,relation,shoes,True,False,inherited,2.7,2014
75,Traded Sectors,Netherlands,HAL Investments,new,NLD,1873,True,0.0,male,Non-consumer industrial,True,Hans Melchers,931,Europe,relation,investments,True,False,executive,1.9,2014
72,Traded Sectors,Germany,?Rudolf WILD GmbH & Co. KG,new,DEU,1931,True,0.0,male,Consumer,True,Hans Peter Wild,520,Europe,relation,natural flavors,True,False,inherited,3.1,2014
87,Traded Sectors,Sweden,Tetra Pak,new,SWE,1944,True,0.0,male,Consumer,True,Hans Rausing,92,Europe,relation,food packaging,True,False,inherited,12.0,2014
79,New Sectors,Switzerland,Synthes USA,new division,CHE,1974,True,0.0,male,Technology-Medical,True,Hansjoerg Wyss,111,Europe,founder/CEO,medical technology,True,False,founder non-finance,10.5,2014
74,New Sectors,Germany,SAP AG,new,DEU,1972,True,0.0,male,Technology-Computer,True,Hans-Werner Hector,973,Europe,founder,software,True,False,founder non-finance,1.9,2014
63,Resource Related,India,Noble Group,new,IND,1986,True,0.0,male,Mining and metals,True,Harindarpal Banga,1565,South Asia,Vice Chairman,commodity trading,True,False,privatized and resources,1.0,2014
87,Traded Sectors,Indonesia,Wings Group,new,IDN,1950,True,0.0,male,Consumer,True,Harjo Sutanto,1465,East Asia,founder,laundry soap,True,False,founder non-finance,1.1,2014
68,Resource Related,United States,Continental Resources,new,USA,1967,True,0.0,male,Energy,True,Harold Hamm,68,North America,founder,oil,True,False,privatized and resources,14.6,2014
72,Traded Sectors,United States,The Stine Seed Group,new,USA,1965,True,0.0,male,Consumer,True,Harry Stine,551,North America,founder,seeds,True,False,founder non-finance,3.0,2014
81,Financial,Australia,Meriton,new,AUS,1968,True,0.0,male,Real Estate,True,Harry Triguboff,281,North America,founder,real estate,True,False,self-made finance,5.0,2014
48,Non-Traded Sectors,Indonesia,MNC Group,aquired,IDN,1989,True,0.0,male,Media,True,Hary Tanoesoedibjo,1372,East Asia,founder,media,True,False,founder non-finance,1.2,2014
70,New Sectors,Germany,SAP AG,new,DEU,1972,True,0.0,male,Technology-Computer,True,Hasso Plattner,147,Europe,founder,software,True,False,founder non-finance,8.8,2014
48,Non-Traded Sectors,China,Beijing Orient Landscape,new,CHN,1992,True,0.0,female,Constrution,True,He Qiaonu,1154,East Asia,founder,landscape architecture,True,False,founder non-finance,1.5,2014
71,Traded Sectors,China,Midea,new,CHN,1968,True,0.0,male,Consumer,True,He Xiangjian,190,East Asia,founder,appliances,True,False,founder non-finance,7.1,2014
73,Non-Traded Sectors,Austria,Horten AG,new,AUT,1936,True,0.0,female,"Retail, Restaurant",True,Heidi Horten,506,Europe,relation,retail,True,False,inherited,3.2,2014
72,Traded Sectors,Germany,Knorr-Bremse AG,new,DEU,1905,True,0.0,male,Consumer,True,Heinz Hermann Thiele,186,Europe,Chairman/shareholder,brake systems,True,False,executive,7.2,2014
80,Non-Traded Sectors,Germany,Bauhaus,new,DEU,1960,True,0.0,male,"Retail, Restaurant",True,Heinz-Georg Baus,388,Europe,founder,home improvement retail,True,False,founder non-finance,3.9,2014
87,Traded Sectors,Germany,Heinrich Deichmann-Schuhe,new,DEU,1913,True,0.0,male,Consumer,True,Heinz-Horst Deichmann,295,Europe,relation,shoes,True,False,inherited,4.9,2014
57,Traded Sectors,United States,S. C. Johnson & Son,new,USA,1886,True,0.0,female,Consumer,True,Helen Johnson-Leipold,551,North America,relation,cleaning supplies,True,False,inherited,3.0,2014
67,Financial,Spain,Prosegur,new,ESP,1976,True,0.0,female,Money Management,True,Helena Revoredo,828,Europe,relation,security,True,False,inherited,2.1,2014
74,Traded Sectors,Austria,BW Group,new,AUT,1955,True,0.0,male,Other,True,Helmut Sohmen,663,Europe,relation,shipping,True,False,inherited,2.6,2014
51,Traded Sectors,Australia,Visy Industries,new,AUS,1948,True,0.0,female,Consumer,True,Heloise Waislitz,869,North America,relation,paper,True,False,inherited,2.0,2014
52,Financial,Ukraine,Privatbank,new,UKR,1992,True,0.0,male,Money Management,True,Henadiy Boholyubov,764,Europe,owner,Banking,True,False,self-made finance,2.3,2014
48,New Sectors,France,Ipsen,new,FRA,1929,True,0.0,male,Technology-Medical,True,Henri Beaufour,1565,Europe,relation,pharmaceuticals,True,False,inherited,1.0,2014
56,Financial,United States,Admiral Group,new,USA,1993,True,0.0,male,Money Management,True,Henry Engelhardt,1465,North America,founder,insurance,True,False,self-made finance,1.1,2014
89,Financial,Hong Kong,Hip Shing Hong Group,new,HKG,1948,True,0.0,male,Real Estate,True,Henry Fong Yun Wah,731,East Asia,founder,real estate,True,False,self-made finance,2.4,2014
95,Financial,United States,Pittsburgh Coke & Chemical,new,USA,1942,True,0.0,male,Diversified financial,True,Henry Hillman,687,North America,relation,coal,True,False,inherited,2.5,2014
70,Financial,United States,Kohlberg Kravis Roberts,new,USA,1976,True,0.0,male,Private equity/leveraged buyout,True,Henry Kravis,281,North America,founder,leveraged buyouts,True,False,self-made finance,5.0,2014
54,New Sectors,United States,Broadcom Corporation,new,USA,1991,True,0.0,male,Technology-Computer,True,"Henry Nicholas, III.",1284,North America,founder,semiconductors,True,False,founder non-finance,1.3,2014
59,New Sectors,United States,Broadcom Corporation,new,USA,1991,True,0.0,male,Technology-Computer,True,Henry Samueli,925,North America,founder,semiconductors,True,False,founder non-finance,2.0,2014
56,Financial,United States,Highbridge Capital Management,new,USA,1992,True,0.0,male,Hedge funds,True,Henry Swieca,1270,North America,founder,hedge funds,True,False,self-made finance,1.4,2014
89,Financial,Philippines,SM Malls,new,PHL,1960,True,0.0,male,Diversified financial,True,Henry Sy,97,East Asia,founder,retail,True,False,self-made finance,11.4,2014
74,Financial,United States,Allen & Company,new,USA,1922,True,0.0,male,Money Management,True,"Herbert Allen, Jr.",663,North America,relation,investment banking,True,False,inherited,2.6,2014
75,Traded Sectors,United States,Kohler Company,new,USA,1873,True,0.0,male,Non-consumer industrial,True,"Herbert Kohler, Jr.",215,North America,relation,manufacturing,True,False,inherited,6.3,2014
85,Traded Sectors,United States,S. C. Johnson & Son,new,USA,1886,True,0.0,male,Consumer,True,Herbert Louis,580,North America,relation,cleaning supplies,True,False,inherited,2.9,2014
79,Financial,United States,Simon Property Group,new,USA,1960,True,0.0,male,Real Estate,True,Herbert Simon,868,North America,founder,real estate,True,False,self-made finance,2.1,2014
-1,Financial,United Kingdom,Hinduja Group,new,GBR,1914,True,0.0,male,Diversified financial,True,Hinduja Brothers,122,Europe,relation,"media, exports",True,False,inherited,10.0,2014
49,Non-Traded Sectors,Japan,Rakuten,new,JPN,1997,True,0.0,male,"Retail, Restaurant",True,Hiroshi Mikitani,132,East Asia,founder,e-commerce,True,False,founder non-finance,9.3,2014
69,New Sectors,United States,RAAS,new,USA,1980,True,0.0,male,Technology-Medical,True,Hoang Kieu,1078,North America,founder,pharmaceuticals,True,False,founder non-finance,1.7,2014
68,New Sectors,South Korea,Samsung,new,KOR,1938,True,0.0,female,Technology-Computer,True,Hong Ra-Hee,1210,East Asia,relation,electronics,True,False,inherited,1.4,2014
80,Traded Sectors,Germany,Brandstatter Group,new,DEU,1876,True,0.0,male,Consumer,True,Horst Brandstaetter,1154,Europe,relation,toys,True,False,inherited,1.5,2014
69,Traded Sectors,Germany,Techtronic Industries,new,DEU,1985,True,0.0,male,Non-consumer industrial,True,Horst Julius Pudwill,1565,Europe,founder,manufacturing,True,False,founder non-finance,1.0,2014
79,Non-Traded Sectors,Chile,Hipermercados Jumbo,new,CHL,1976,True,0.0,male,"Retail, Restaurant",True,Horst Paulmann,319,Latin America,founder,supermarkets,True,False,founder non-finance,4.7,2014
67,Financial,United States,Oaktree Capital Management,new,USA,1995,True,0.0,male,Private equity/leveraged buyout,True,Howard Marks,869,North America,founder,asset management,True,False,self-made finance,2.0,2014
60,Traded Sectors,United States,Starbucks,new,USA,1971,True,0.0,male,Consumer,True,Howard Schultz,828,North America,Chairman and Chief Executive Officer,coffee,True,False,executive,2.1,2014
52,New Sectors,China,China Grand Pharmaceutical,new,CHN,2005,True,0.0,male,Technology-Medical,True,Hu Kaijun,1465,East Asia,owner,pharmaceuticals,True,False,privatized and resources,1.1,2014
60,Non-Traded Sectors,Australia,Shantou Dongfeng Printing,new,AUS,1983,True,0.0,male,Media,True,Huang Bingwen,1046,North America,founder,printing,True,False,founder non-finance,1.7,2014
50,New Sectors,China,Wuhan Guide Infrared,new,CHN,1999,True,0.0,male,Technology-Computer,True,Huang Li,1046,East Asia,founder,electronics,True,False,founder non-finance,1.7,2014
62,Financial,China,Century Golden Resources Group,new,CHN,1991,True,0.0,male,Real Estate,True,Huang Rulun,609,East Asia,founder,real estate,True,False,self-made finance,2.8,2014
43,Non-Traded Sectors,China,Shenzhen Aisidi,new,CHN,1998,True,0.0,male,"Retail, Restaurant",True,Huang Shaowu,1092,East Asia,founder,retail,True,False,founder non-finance,1.6,2014
62,Financial,Hong Kong,Greater China International Investment Group,new,HKG,1990,True,0.0,male,Real Estate,True,Huang Shih Tsai,1154,East Asia,founder,real estate,True,False,self-made finance,1.5,2014
54,Financial,China,Xinhu Zhongbao,new,CHN,1993,True,0.0,male,Real Estate,True,Huang Wei,1046,East Asia,president,real estate,True,False,self-made finance,1.7,2014
60,Financial,China,Star River Goup,new,CHN,1996,True,0.0,male,Real Estate,True,Huang Wen Tsai,1372,East Asia,founder,real estate,True,False,self-made finance,1.2,2014
52,Non-Traded Sectors,Hong Kong,Zhongsheng Group,new,HKG,1998,True,0.0,male,"Retail, Restaurant",True,Huang Yi,1356,East Asia,founder,automobile dealers,True,False,founder non-finance,1.3,2014
66,Non-Traded Sectors,China,Guangdong Liantai Group,new,CHN,1993,True,0.0,male,Constrution,True,Huang Zhenda,1465,East Asia,founder,construction,True,False,founder non-finance,1.1,2014
74,Non-Traded Sectors,Germany,Hubert Burda Media,new,DEU,1898,True,0.0,male,Media,True,Hubert Burda,687,Europe,relation,media,True,False,inherited,2.5,2014
87,Traded Sectors,France,Sisley Cosmetics,new,FRA,1976,True,0.0,male,Consumer,True,Hubert d'Ornano,1356,Europe,founder,cosmetics,True,False,founder non-finance,1.3,2014
72,Traded Sectors,Austria,Palfinger AG,new,AUT,1932,True,0.0,male,Non-consumer industrial,True,Hubert Palfinger,1540,Europe,relation,cranes,True,False,executive,1.1,2014
55,Financial,China,Evergrande Group,new,CHN,1997,True,0.0,male,Real Estate,True,Hui Ka Yan,244,East Asia,chairman,real estate,True,False,self-made finance,5.7,2014
61,Traded Sectors,China,Hengan Internationl Group Company Limited,new,CHN,1985,True,0.0,male,Consumer,True,Hui Lin Chit,663,East Asia,founder,diapers,True,False,founder non-finance,2.6,2014
63,Financial,Hong Kong,Shimao Property,new,HKG,1988,True,0.0,male,Real Estate,True,Hui Wing Mau,244,East Asia,founder,real estate,True,False,self-made finance,5.7,2014
52,Resource Related,China,China Kingho,new,CHN,1996,True,0.0,male,Mining and metals,True,Huo Qinghua,1565,East Asia,chairman,coal,True,False,privatized and resources,1.0,2014
69,Financial,Turkey,FIBA Holding,new,TUR,1987,True,0.0,male,Money Management,True,Husnu Ozyegin,551,Middle East/North Africa,founder,finance,True,False,self-made finance,3.0,2014
-1,Financial,United Kingdom,London & Regional Properties,new,GBR,1987,True,0.0,male,Real Estate,True,Ian & Richard Livingstone,430,Europe,founder,real estate,True,False,self-made finance,3.6,2014
71,Resource Related,United Kingdom,Wood Group,new,GBR,1912,True,0.0,male,Energy,True,Ian Wood,931,Europe,relation,oil,True,False,inherited,1.9,2014
58,Resource Related,Israel,Zodiac Maritime Agencies,new,ISR,1950,True,0.0,male,Energy,True,Idan Ofer,244,Middle East/North Africa,relation,shipping,True,False,inherited,5.7,2014
43,Resource Related,Russia,Russian Copper Company,new,RUS,1997,True,0.0,male,Mining and metals,True,Igor Altushkin,1046,Europe,founder,metals,True,False,privatized and resources,1.7,2014
47,Non-Traded Sectors,Russia,Mercury Company,new,RUS,1991,True,0.0,male,"Retail, Restaurant",True,Igor Kesaev,408,Europe,founder,cigarettes,True,True,privatized and resources,3.7,2014
51,Resource Related,Russia,Itera,new,RUS,1992,True,0.0,male,Energy,True,Igor Makarov,828,Europe,founder,gas,True,False,privatized and resources,2.1,2014
71,Financial,United States,Olen Properties,new,USA,1973,True,0.0,male,Real Estate,True,Igor Olenicoff,580,North America,founder,real estate,True,False,self-made finance,2.9,2014
51,Financial,Ukraine,Privatbank,new,UKR,1992,True,0.0,male,Money Management,True,Ihor Kolomoyskyy,828,Europe,owner,Banking,True,False,self-made finance,2.1,2014
55,Traded Sectors,Finland,Kone Corporation,aquired,FIN,1924,True,0.0,male,Non-consumer industrial,True,Ilkka Herlin,1465,Europe,relation,elevators,True,False,inherited,1.1,2014
49,Traded Sectors,Finland,Kone Corporation,aquired,FIN,1924,True,0.0,female,Non-consumer industrial,True,Ilona Herlin,1465,Europe,relation,elevators,True,False,inherited,1.1,2014
84,Traded Sectors,United States,S. C. Johnson & Son,new,USA,1886,True,0.0,female,Consumer,True,Imogene Powers Johnson,551,North America,relation,cleaning supplies,True,False,inherited,3.0,2014
60,Financial,Hong Kong,Sociedade de Turismo e Divers?es de Macau,new,HKG,1962,True,0.0,female,Real Estate,True,Ina Chan,1565,East Asia,relation,gaming,True,False,inherited,1.0,2014
77,Non-Traded Sectors,India,"Bennett, Coleman & Co Ltd.",new,IND,1838,True,0.0,female,Media,True,Indu Jain,764,South Asia,relation,media,True,False,inherited,2.3,2014
