automated readability index,average letter per word,average sentence length,average sentence per word,birth,characters,coleman liau index,dale chall readability score,day,death,difficult words,downloads,flesch kincaid grade,flesch reading ease,full,gunning fog,id,linsear write formula,month,month name,name,polarity,polysyllables,rank,sentences,smog index,subjectivity,syllables,title,total,type,url,words,year
10.0,4.46,20.0,0.05,0,314871,8.59,5.79,1,0,5193,792,7.6,76.56,"May, 2003",10.0,4018,11.0,5,May,"Ozaki, Yei Theodora",0.12710011244547,1078,469,3375,3.1,0.4986328665761302,90556.2,Japanese Fairy Tales,7,Text,https://www.gutenberg.org/ebooks/4018,70603,2003
11.1,4.93,18.0,0.05,1775,675505,11.31,5.98,1,1818,12602,791,7.9,70.13,"July, 1996",9.200000000000001,601,8.0,7,July,"Lewis, M. G. (Matthew Gregory)",0.07487564396112127,4272,470,7345,3.1,0.5166978347351985,196511.4,The Monk: A Romance,7,Text,https://www.gutenberg.org/ebooks/601,136959,1996
9.6,4.6,18.0,0.05,0,327132,9.4,5.91,13,0,6204,791,6.8,78.59,"March 13, 2003",9.200000000000001,7128,7.0,3,March,Unknown,0.11396176618726775,1222,471,3798,3.1,0.4896782963095673,91932.3,Indian Fairy Tales,8,Text,https://www.gutenberg.org/ebooks/7128,71142,2003
29.9,4.85,56.0,0.02,0,962119,11.74,8.15,8,0,21812,789,25.1,14.64,"June 8, 2012",24.400000000000002,39947,16.5,6,June,"Aguado, Pedro de, active 16th century",0.09511154855643043,13540,472,3484,13.0,0.5507295963004639,326816.1,"Historia de Venezuela, Tomo I",8,Text,https://www.gutenberg.org/ebooks/39947,198454,2012
9.5,4.73,17.0,0.06,1898,348622,9.86,6.08,9,1981,7480,789,7.6,71.14,"March 9, 2016",8.8,51409,6.5,3,March,"Waugh, Alec",0.08253731828001133,2728,473,4264,3.1,0.477186276897706,103139.1,Public School Life: Boys Masters Parents,9,Text,https://www.gutenberg.org/ebooks/51409,73661,2016
15.6,5.21,25.0,0.04,0,129078,13.23,7.39,9,0,3940,789,11.9,54.56,"March 9, 2016",12.0,51411,7.5,3,March,"Standing, Percy Cross",0.10117432002512645,1087,474,989,8.8,0.40825024679863403,37323.9,The Campaign in Russian Poland,7,Text,https://www.gutenberg.org/ebooks/51411,24791,2016
11.7,5.48,14.0,0.07,1844,459296,13.91,6.31,1,1900,10511,789,6.4,74.19,"January, 2005",7.6000000000000005,7205,58.0,1,January,"Nietzsche, Friedrich Wilhelm",0.22789224115165393,1898,475,5717,3.1,0.41418322295805765,113239.8,Also sprach Zarathustra: Ein Buch fr Alle und Keinen,6,Text,https://www.gutenberg.org/ebooks/7205,83753,2005
6.5,4.9,9.0,0.1,1921,12222,9.66,6.99,5,2004,459,788,3.3,87.72,"March 5, 2016",5.6000000000000005,51363,7.0,3,March,"Coppel, Alfred",0.04863623552899122,74,476,255,3.1,0.46173024891774933,3307.5,Double Standard,8,Text,https://www.gutenberg.org/ebooks/51363,2492,2016
12.4,4.92,21.0,0.05,1862,168129,11.26,6.79,8,1931,4576,786,9.1,67.08,"February 8, 2005",10.4,14977,11.5,2,February,"Wells-Barnett, Ida B.",0.01836182332561978,1138,477,1597,3.1,0.41745001845295354,48411.0,The Red Record: Tabulated Statistics and Alleged Causes of Lynching in the United States,8,Text,https://www.gutenberg.org/ebooks/14977,34195,2005
13.6,5.04,22.0,0.04,1858,1104702,12.25,5.73,13,1917,13926,786,10.7,57.61,"November 13, 2012",10.8,41360,11.0,11,November,"Durkheim, Emile",0.08385886102173148,12794,478,9668,8.8,0.4543397418270334,324092.7,The Elementary Forms of the Religious Life,7,Text,https://www.gutenberg.org/ebooks/41360,219215,2012
13.5,5.01,22.0,0.04,1809,362481,12.07,7.17,19,1849,11202,784,9.5,66.07,"May 19, 2008",10.8,2151,27.5,5,May,"Poe, Edgar Allan",0.11159292904526778,2752,479,3194,3.1,0.5088978297089701,102180.6,The Works of Edgar Allan Poe  Volume 5,8,Text,https://www.gutenberg.org/ebooks/2151,72342,2008
23.7,4.99,43.0,0.02,1608,400345,12.55,7.91,1,1674,10866,784,17.7,44.75,"February, 1992",19.200000000000003,26,10.5,2,February,"Milton, John",0.13604753333888717,1276,480,1859,3.1,0.5239110844968548,108386.1,Paradise Lost,6,Text,https://www.gutenberg.org/ebooks/26,80255,1992
13.9,5.08,22.0,0.04,0,152599,12.48,7.51,10,0,5294,782,10.7,57.61,"March 10, 2006",10.8,17957,7.0,3,March,"Longinus, 1st cent.",0.11984179723277923,1367,481,1319,8.8,0.5048637163476272,43649.1,On the Sublime,8,Text,https://www.gutenberg.org/ebooks/17957,30044,2006
8.5,4.8,14.0,0.07,1933,37941,9.97,6.88,28,2010,1277,782,6.4,74.19,"February 28, 2016",7.6000000000000005,51320,5.5,2,February,"Harmon, Jim",0.05666082067466804,211,482,541,3.1,0.486713089804407,10952.1,Break a Leg,8,Text,https://www.gutenberg.org/ebooks/51320,7898,2016
13.4,4.85,23.0,0.04,1821,46747,11.15,7.41,1,1881,1609,782,9.9,65.05,"July, 2005",11.200000000000001,8578,8.5,7,July,"Dostoyevsky, Fyodor",0.12071208067377177,290,483,402,3.1,0.5387089354711372,13360.5,The Grand Inquisitor,8,Text,https://www.gutenberg.org/ebooks/8578,9640,2005
10.8,4.98,17.0,0.06,0,183815,11.31,5.91,19,0,3336,781,6.4,79.6,"May 19, 2007",8.8,21531,4.5,5,May,"Fairham, William",0.05103031824806009,1401,484,2106,3.1,0.42151491418527676,49685.4,"Woodwork Joints: How they are Set Out, How Made and Where Used.",8,Text,https://www.gutenberg.org/ebooks/21531,36923,2007
10.4,5.15,15.0,0.07,1876,245929,12.0,6.51,29,1959,6433,781,6.8,73.17,"February 29, 2016",8.0,51332,4.5,2,February,"Westerman, Percy F. (Percy Francis)",0.034912348405188594,1535,485,3145,3.1,0.44025777427125296,68553.0,To The Fore With the Tanks!,7,Text,https://www.gutenberg.org/ebooks/51332,47762,2016
15.5,5.25,24.0,0.04,0,487495,13.47,7.01,24,0,12811,780,11.5,55.58,"February 24, 2016",11.600000000000001,51290,11.0,2,February,"Topham, Anne",0.08861141116088038,4023,486,3815,8.8,0.42468917942089424,134752.5,Memories of the Kaiser's Court,7,Text,https://www.gutenberg.org/ebooks/51290,92768,2016
7.1,4.7,12.0,0.08,0,53745,9.09,6.48,29,0,1630,778,4.4,84.68,"February 29, 2016",6.800000000000001,51330,7.0,2,February,"Barr, Stephen",0.03324478763492181,269,487,890,3.1,0.46879378365962127,15057.0,I Am A Nucleus,8,Text,https://www.gutenberg.org/ebooks/51330,11446,2016
19.6,5.16,33.0,0.03,1852,413277,13.24,6.9,29,1925,8257,777,15.0,46.44,"February 29, 2016",15.200000000000001,51329,5.5,2,February,"Knight, E. F. (Edward Frederick)",0.10029971584643746,4419,488,2389,8.8,0.4652350273335504,121644.9,Turkey; the Awakening of Turkey; the Turkish Revolution of 1908,6,Text,https://www.gutenberg.org/ebooks/51329,80089,2016
7.5,4.7,13.0,0.07,0,24512,9.39,6.72,8,0,806,777,4.8,83.66,"March 8, 2016",7.2,51396,6.5,3,March,"Evans, Dean",0.036320863748602106,105,489,385,3.1,0.45769263641474583,6847.2,Not a Creature Was Stirring,7,Text,https://www.gutenberg.org/ebooks/51396,5212,2016
10.3,4.76,18.0,0.05,1863,443582,10.33,5.92,1,1947,8199,776,7.9,70.13,"January, 2005",9.200000000000001,7213,2.5,1,January,"Ford, Henry",0.11906428817276578,3868,490,5018,3.1,0.471239023143641,132825.6,My Life and Work,6,Text,https://www.gutenberg.org/ebooks/7213,93205,2005
13.3,5.38,18.0,0.05,1877,185055,13.92,6.85,1,1962,5057,770,7.9,70.13,"February, 2001",9.200000000000001,2499,8.0,2,February,"Hesse, Hermann",0.16666552569415113,735,491,1828,3.1,0.6202702702702705,48660.3,Siddhartha: eine indische Dichtung,7,Text,https://www.gutenberg.org/ebooks/2499,34391,2001
9.5,4.82,16.0,0.06,1843,563153,10.38,5.91,1,1916,10961,769,7.2,72.16,"September, 2001",8.4,2833,19.0,9,September,"James, Henry",0.14175661068015075,3677,492,7107,3.1,0.5158716017191702,161989.2,The Portrait of a Lady  Volume 1,8,Text,https://www.gutenberg.org/ebooks/2833,116826,2001
10.8,4.88,18.0,0.05,1871,485539,11.02,6.2,11,1914,10498,767,7.9,70.13,"November 11, 2004",9.200000000000001,14021,14.0,11,November,"Benson, Robert Hugh",0.07071893277975196,3025,493,5407,3.1,0.4724000723925543,137738.7,Lord of the World,7,Text,https://www.gutenberg.org/ebooks/14021,99477,2004
11.4,4.86,19.0,0.05,1803,74572,10.91,7.4,17,1882,2742,766,8.3,69.11,"July 17, 2009",9.600000000000001,29433,7.5,7,July,"Emerson, Ralph Waldo",0.1648097319835015,570,494,775,3.1,0.5093548733047848,21948.3,Nature,8,Text,https://www.gutenberg.org/ebooks/29433,15335,2009
22.3,4.92,41.0,0.02,1724,151363,12.14,7.08,1,1804,2749,766,18.1,38.32,"May, 2004",18.400000000000002,5682,19.0,5,May,"Kant, Immanuel",0.10948005550159794,1948,495,747,11.2,0.4792892756999772,46692.9,Fundamental Principles of the Metaphysic of Morals,7,Text,https://www.gutenberg.org/ebooks/5682,30759,2004
17.8,5.06,30.0,0.03,1890,54824,12.66,8.5,2,1937,2315,764,13.8,49.49,"March 2, 2010",14.0,31469,14.0,3,March,"Lovecraft, H. P. (Howard Phillips)",0.025546147966118277,491,496,351,8.8,0.49969151496009734,16094.7,The Shunned House,8,Text,https://www.gutenberg.org/ebooks/31469,10832,2010
12.9,4.65,24.0,0.04,1856,356613,9.99,6.06,1,1915,5999,763,10.3,64.04,"October, 2000",11.600000000000001,2376,11.0,10,October,"Washington, Booker T.",0.1367327312604272,2342,497,3087,3.1,0.4493854093057073,106313.4,Up from Slavery: An Autobiography,6,Text,https://www.gutenberg.org/ebooks/2376,76625,2000
10.0,4.39,21.0,0.05,1725,5512413,8.18,1.57,2,1798,42425,763,7.9,75.54,"November 2, 2006",10.4,2981,18.5,11,November,"Casanova, Giacomo",0.15815849218298605,28825,498,58389,3.1,0.5384640433750152,1674954.0,"The Memoirs of Jacques Casanova de Seingalt, 1725-1798. Complete",8,Text,https://www.gutenberg.org/ebooks/2981,1256752,2006
12.1,4.81,21.0,0.05,1835,751486,10.62,6.42,1,1910,17178,762,9.1,67.08,June 2004,10.4,119,1.0,6,June,"Twain, Mark",0.09660184565345213,4815,499,7162,3.1,0.4763224268840547,215898.3,A Tramp Abroad,8,Text,https://www.gutenberg.org/ebooks/119,156139,2004
17.5,4.87,32.0,0.03,61,441595,11.56,6.93,1,0,9797,760,13.4,55.92,"September, 2001",14.8,2811,10.5,9,September,"Pliny, the Younger",0.13580304853976982,3287,500,2835,8.8,0.4889603033526516,131226.3,Letters of Pliny,8,Text,https://www.gutenberg.org/ebooks/2811,90738,2001
13.1,5.85,13.0,0.07,0,697584,16.06,8.38,20,0,30964,760,8.4,58.28,"May 20, 2009",7.2,28890,11.5,5,May,"Luce, Edmund",0.12438536424622833,7392,501,8553,3.1,0.44460256226149053,193163.4,Helps to Latin Translation at Sight,7,Text,https://www.gutenberg.org/ebooks/28890,119325,2009
10.8,5.09,16.0,0.06,1749,34257,11.95,7.99,1,1832,1516,760,7.2,72.16,"April, 2005",8.4,7889,11.0,4,April,"Goethe, Johann Wolfgang von",0.1629299493766707,136,502,405,3.1,0.573497380124429,9413.1,Erotica Romana,8,Text,https://www.gutenberg.org/ebooks/7889,6726,2005
6.5,4.89,9.0,0.1,1925,60102,9.6,6.11,2,1980,1581,759,3.3,87.72,"March 2, 2016",5.6000000000000005,51344,4.5,3,March,"Neville, Kris",0.09234263110824058,178,503,1257,3.1,0.46495284623437877,15825.6,Voyage to Far N'jurd,8,Text,https://www.gutenberg.org/ebooks/51344,12297,2016
16.0,4.77,29.0,0.03,1707,1672513,10.98,5.95,1,1754,19407,758,12.2,58.96,"September, 2004",13.600000000000001,6593,11.0,9,September,"Fielding, Henry",0.1310567621002875,9755,504,11701,3.1,0.5200272776474321,487581.3,"History of Tom Jones, a Foundling",8,Text,https://www.gutenberg.org/ebooks/6593,350346,2004
30.9,4.8,59.0,0.02,1635,742341,11.45,7.78,29,1703,11893,757,23.9,28.51,"March 29, 2005",25.6,15491,8.0,3,March,"Hooke, Robert",0.10917004633413949,5020,505,2599,8.8,0.4381462192523331,215468.1,Micrographia: Some Physiological Descriptions of Minute Bodies Made by Magnifying Glasses with Observations and Inquiries Thereupon,8,Text,https://www.gutenberg.org/ebooks/15491,154574,2005
9.5,4.97,14.0,0.07,1915,20670,10.95,7.69,10,1979,886,757,6.4,74.19,"March 10, 2016",7.6000000000000005,51414,8.0,3,March,"Marks, Winston K.",0.046387063140111935,163,506,278,3.1,0.5043714633755287,5870.7,...So They Baked a Cake,8,Text,https://www.gutenberg.org/ebooks/51414,4161,2016
11.0,4.77,19.0,0.05,1812,1608982,10.39,5.68,1,1870,23486,757,8.3,69.11,"July, 1997",9.600000000000001,963,1.5,7,July,"Dickens, Charles",0.09840652753558704,9258,507,16950,3.1,0.49970642543609906,456670.8,Little Dorrit,8,Text,https://www.gutenberg.org/ebooks/963,337359,1997
7.8,4.71,14.0,0.07,1858,279395,9.45,5.65,1,1924,4962,756,5.2,82.65,"August, 1999",7.6000000000000005,1874,2.5,8,August,"Nesbit, E. (Edith)",0.06549923844397323,633,508,4235,3.1,0.5006044720634757,74823.3,The Railway Children,7,Text,https://www.gutenberg.org/ebooks/1874,59291,1999
11.0,4.64,21.0,0.05,1843,86054,9.63,6.64,6,1916,2309,755,7.9,75.54,"February 6, 2005",10.4,1093,18.0,2,February,"James, Henry",0.07474334581879288,449,509,877,3.1,0.5154066496252067,24635.7,The Beast in the Jungle,7,Text,https://www.gutenberg.org/ebooks/1093,18565,2005
16.9,4.82,31.0,0.03,1706,318812,11.27,6.92,22,1790,7321,755,13.0,56.93,"May 22, 2008",14.4,148,13.5,5,May,"Franklin, Benjamin",0.14727735759944593,2428,510,2116,8.8,0.4768185158753315,93075.3,The Autobiography of Benjamin Franklin,7,Text,https://www.gutenberg.org/ebooks/148,66189,2008
30.0,4.78,57.0,0.02,-384,488832,11.33,7.52,1,-322,6815,749,23.2,30.54,"October, 2004",24.8,6762,8.0,10,October,Aristotle,0.13134042852935468,4555,511,1768,11.2,0.49212470420499255,148254.3,Politics: A Treatise on Government,6,Text,https://www.gutenberg.org/ebooks/6762,102328,2004
11.0,5.09,16.0,0.06,1862,5940,11.95,5.88,22,1946,107,748,6.0,80.62,"February 22, 2006",8.4,17824,6.0,2,February,"Bannerman, Helen",0.0835477633477634,35,512,69,3.1,0.584110137085137,1504.8,Little Black Sambo,7,Text,https://www.gutenberg.org/ebooks/17824,1166,2006
13.6,4.98,23.0,0.04,-43,623738,11.9,6.55,8,17,14053,748,9.9,65.05,"June 8, 2007",11.200000000000001,21765,6.0,6,June,Ovid,0.09367783133876323,3149,513,5429,3.1,0.47626123465595904,173099.7,"The Metamorphoses of Ovid, Books I-VII",11,Text,https://www.gutenberg.org/ebooks/21765,125286,2007
11.6,5.08,18.0,0.05,1613,179394,12.18,6.7,1,1680,4859,746,7.9,70.13,"October, 2005",9.200000000000001,9105,5.5,10,October,"La Rochefoucauld, Francois duc de",0.16301954413952185,1270,514,1936,3.1,0.5411425384221891,49356.9,Reflections; or Sentences and Moral Maxims,7,Text,https://www.gutenberg.org/ebooks/9105,35317,2005
9.9,4.87,16.0,0.06,1835,85953,10.67,6.85,1,1910,2705,744,7.2,72.16,"April 1, 2005",8.4,1213,8.0,4,April,"Twain, Mark",0.09274477611102043,524,515,1046,3.1,0.5208829284962013,24031.8,The Man That Corrupted Hadleyburg,7,Text,https://www.gutenberg.org/ebooks/1213,17638,2005
13.4,4.87,23.0,0.04,0,461915,11.26,6.17,1,0,8350,743,8.7,73.51,"September, 1996",11.200000000000001,657,6.5,9,September,Unknown,0.16515052260401172,1958,516,3985,3.1,0.4461526575504723,127634.4,The Anglo-Saxon Chronicle,6,Text,https://www.gutenberg.org/ebooks/657,94777,1996
10.2,4.81,18.0,0.06,1857,779152,10.32,5.51,17,1930,10048,742,6.8,78.59,"September 17, 2005",9.200000000000001,16713,8.0,9,September,"Dudeney, Henry Ernest",0.07520533517934337,4359,517,8984,3.1,0.43513806583933134,205561.8,Amusements in Mathematics,8,Text,https://www.gutenberg.org/ebooks/16713,162112,2005
12.4,4.99,20.0,0.05,0,1673904,11.66,6.37,8,0,37016,741,8.7,68.1,"January 8, 2004",10.0,10636,14.5,1,January,Rustichello of Pisa,0.1420976648832381,11217,518,16218,3.1,0.442754173461787,469475.1,The Travels of Marco Polo  Volume 1,8,Text,https://www.gutenberg.org/ebooks/10636,335271,2004
9.8,4.9,16.0,0.06,1860,255637,10.84,6.52,10,1935,6916,740,7.2,72.16,"May 10, 1992",8.4,32,7.0,5,May,"Gilman, Charlotte Perkins",0.1729446879344882,1794,519,3179,3.1,0.53168394027086,73086.3,Herland,7,Text,https://www.gutenberg.org/ebooks/32,52145,1992
12.8,4.87,22.0,0.04,1873,994302,11.26,6.03,10,1960,16796,739,9.5,66.07,"December 10, 2004",10.8,14314,13.5,12,December,"Post, Emily",0.10854365285369118,7025,520,9006,3.1,0.477334221352446,286976.7,Etiquette,7,Text,https://www.gutenberg.org/ebooks/14314,204276,2004
11.9,4.96,20.0,0.05,1868,333620,11.49,6.82,28,1963,9331,738,8.7,68.1,"February 28, 2005",10.0,15210,9.0,2,February,"Du Bois, W. E. B. (William Edward Burghardt)",0.06572445072951862,2447,521,3357,3.1,0.467190156986487,94956.3,Darkwater: Voices from Within the Veil,8,Text,https://www.gutenberg.org/ebooks/15210,67209,2005
11.6,4.84,20.0,0.05,0,322257,10.79,6.54,4,0,8057,736,7.6,76.56,"August 4, 2005",10.0,16436,4.5,8,August,Unknown,0.1399639267053682,595,522,3264,3.1,0.5040799761073192,83416.5,Poems Every Child Should Know: The What-Every-Child-Should-Know-Library,8,Text,https://www.gutenberg.org/ebooks/16436,66584,2005
17.8,5.02,31.0,0.03,1838,503206,12.43,6.9,21,1898,10965,736,13.0,56.93,"February 21, 2016",14.4,51271,5.0,2,February,"Mackenzie, Alexander",0.07718098142281746,4009,523,3214,8.8,0.4697218894808295,144071.1,"The History of the Highland Clearances: Second Edition, Altered and Revised",6,Text,https://www.gutenberg.org/ebooks/51271,100172,2016
8.9,4.86,14.0,0.07,0,165015,10.32,6.25,28,0,4129,736,6.4,74.19,"February 28, 2016",7.6000000000000005,51318,4.0,2,February,"Hazelton, Harry",0.06397118079196154,661,524,2295,3.1,0.49771101014603114,46069.2,"Prisoner of the Mill: or, Captain Hayward's ""Body Guard""",6,Text,https://www.gutenberg.org/ebooks/51318,33968,2016
9.1,4.88,15.0,0.07,0,37267,10.43,6.96,5,0,1248,736,6.8,73.17,"March 5, 2016",8.0,51362,5.5,3,March,"Haggert, W. T.",0.04187106287432377,214,525,506,3.1,0.4851006495919539,10641.6,Lex,7,Text,https://www.gutenberg.org/ebooks/51362,7637,2016
12.7,4.95,21.0,0.05,0,1980031,11.43,5.6,18,0,23394,735,7.9,75.54,"March 18, 2008",10.4,24869,5.5,3,March,Valmiki,0.16962008289702457,5132,526,18440,3.1,0.5743996160292576,518013.9,"The Rmyan of Vlmki, translated into English verse",10,Text,https://www.gutenberg.org/ebooks/24869,400089,2008
16.4,5.18,26.0,0.04,1844,190232,13.06,7.39,26,1900,5734,735,12.3,53.55,"November 26, 2011",12.4,38145,13.5,11,November,"Nietzsche, Friedrich Wilhelm",0.10212548122666182,2476,527,1362,8.8,0.5061505394861239,56838.6,"Human, All Too Human: A Book for Free Spirits",8,Text,https://www.gutenberg.org/ebooks/38145,36696,2011
8.1,4.89,12.0,0.08,1926,35694,10.19,6.81,22,2014,1190,735,5.6,76.22,"February 22, 2016",6.800000000000001,51268,5.5,2,February,"Robinson, Frank M.",0.08263482339701855,196,528,564,3.1,0.4569451411280676,9911.7,The Girls From Earth,8,Text,https://www.gutenberg.org/ebooks/51268,7294,2016
9.3,4.69,17.0,0.06,1799,485775,9.63,6.01,1,1850,10038,734,6.4,79.6,"March, 1998",8.8,1237,13.5,3,March,"Balzac, Honore de",0.11147353474674829,2170,529,6027,3.1,0.5082681997197646,138978.0,Father Goriot,7,Text,https://www.gutenberg.org/ebooks/1237,103583,1998
12.7,4.37,27.0,0.04,0,819850,8.36,1.9,1,1471,6708,732,9.1,77.91,"March, 1998",12.8,1252,9.0,3,March,"Malory, Thomas, Sir",0.23133317189072047,2020,530,6924,3.1,0.5263660373177697,231940.8,Le Morte d'Arthur: Volume 2,8,Text,https://www.gutenberg.org/ebooks/1252,187720,1998
14.8,5.02,25.0,0.04,1872,446852,12.13,6.16,1,1970,7222,730,11.9,54.56,"February, 2001",12.0,2529,21.0,2,February,"Russell, Bertrand",0.05305598524344662,5231,531,3539,8.8,0.44625089660986567,135676.8,The Analysis of Mind,7,Text,https://www.gutenberg.org/ebooks/2529,89040,2001
14.6,4.85,26.0,0.04,0,121976,11.15,6.87,6,0,3106,729,11.1,62.01,"April 6, 2009",12.4,28521,8.0,4,April,Anonymous,0.11653633829791384,622,532,955,3.1,0.5140237350737827,34313.4,The Power of Mesmerism: A Highly Erotic Narrative of Voluptuous Facts and Fancies,8,Text,https://www.gutenberg.org/ebooks/28521,25173,2009
7.2,4.78,12.0,0.08,1933,28500,9.56,6.8,3,2010,970,729,5.6,76.22,"March 3, 2016",6.800000000000001,51350,5.5,3,March,"Harmon, Jim",0.06887373964469769,157,533,484,3.1,0.49780888439571125,8065.8,No Substitutions,8,Text,https://www.gutenberg.org/ebooks/51350,5959,2016
8.7,4.94,13.0,0.07,1911,27406,10.78,7.41,8,1997,1100,729,6.0,75.2,"March 8, 2016",7.2,51398,5.0,3,March,"De Vet, Charles V. (Charles Vincent)",0.08411922989235132,184,534,405,3.1,0.44097029923619513,7785.0,Growing Up On Big Muddy,8,Text,https://www.gutenberg.org/ebooks/51398,5553,2016
12.8,4.83,22.0,0.04,1855,461876,11.03,6.44,26,1935,10354,724,9.5,66.07,"March 26, 2011",10.8,35690,11.5,3,March,"Thurston, Edgar",0.033284695446397256,3261,535,4163,3.1,0.4320990663296517,134550.0,Omens and Superstitions of Southern India,9,Text,https://www.gutenberg.org/ebooks/35690,95608,2011
6.4,4.93,9.0,0.11,1854,97694,9.54,5.68,26,1900,2009,724,4.4,79.26,"October 26, 2014",5.6000000000000005,790,3.5,10,October,"Wilde, Oscar",0.05425811352354649,289,536,2167,3.1,0.550640450750721,26986.5,Lady Windermere's Fan,6,Text,https://www.gutenberg.org/ebooks/790,19823,2014
17.9,4.66,34.0,0.03,1564,82358,10.34,7.19,1,1616,2091,723,11.8,70.81,"September, 1997",15.600000000000001,1041,26.5,9,September,"Shakespeare, William",0.1657473171273164,98,537,509,3.1,0.5568314774114779,21980.7,Shakespeare's Sonnets,7,Text,https://www.gutenberg.org/ebooks/1041,17682,1997
11.8,5.2,17.0,0.06,0,49637,12.58,7.71,1,0,1955,723,8.7,62.68,"March 1, 2016",8.8,51340,5.5,3,March,"Noe, Sydney P.",0.21513039640612275,446,538,544,3.1,0.4769510308765758,14044.5,"The Mentor: The Metropolitan Museum of Art, Vol. 6, Num. 9, Serial No. 157, June 15, 1918",7,Text,https://www.gutenberg.org/ebooks/51340,9545,2016
8.4,4.56,16.0,0.06,1874,68339,8.87,6.61,17,1946,2068,722,7.2,72.16,"March 17, 2005",8.4,15396,4.5,3,March,"Stein, Gertrude",0.08657355694555331,370,539,891,3.1,0.47177428000902977,20475.0,Tender Buttons: ObjectsFoodRooms,8,Text,https://www.gutenberg.org/ebooks/15396,14971,2005
12.2,4.88,21.0,0.05,1821,1969355,11.02,5.68,5,1902,25467,721,9.1,67.08,"March 5, 2005",10.4,15263,11.0,3,March,"Still, William",0.1177308434640337,13163,540,18936,3.1,0.4812606738549223,564976.8,"The Underground Railroad: A Record of Facts, Authentic Narratives, Letters, &c., Narrating the Hardships, Hair-Breadth Escapes and Death Struggles of the Slaves in Their Efforts for Freedom, As Related by Themselves and Others, or Witnessed by the Author.",8,Text,https://www.gutenberg.org/ebooks/15263,403272,2005
11.8,4.94,19.0,0.05,1812,1592784,11.37,5.7,27,1870,22937,721,8.3,69.11,"April 27, 2006",9.600000000000001,967,14.0,4,April,"Dickens, Charles",0.10045983794722292,9785,541,16183,3.1,0.5053049590767626,443869.2,Nicholas Nickleby,8,Text,https://www.gutenberg.org/ebooks/967,322303,2006
9.2,4.77,16.0,0.06,1840,686001,10.09,5.96,1,1928,13910,720,6.0,80.62,"August, 1994",8.4,153,9.0,8,August,"Hardy, Thomas",0.054030616478408136,4085,542,8767,3.1,0.4779028737010099,194140.8,Jude the Obscure,8,Text,https://www.gutenberg.org/ebooks/153,143965,1994
8.1,4.71,14.0,0.07,1876,174193,9.45,6.24,9,1916,4473,718,5.2,82.65,"June 9, 2008",7.6000000000000005,157,13.5,6,June,"Webster, Jean",0.10867507730210725,1025,543,2513,3.1,0.5058662420528458,49631.4,Daddy-Long-Legs,6,Text,https://www.gutenberg.org/ebooks/157,36951,2008
12.4,4.74,23.0,0.04,1820,798839,10.51,6.14,2,1849,14540,718,9.9,65.05,"February 2, 2010",11.200000000000001,969,11.0,2,February,"Bronte, Anne",0.09122811176435702,4785,544,7296,3.1,0.5195436739863183,229651.2,The Tenant of Wildfell Hall,7,Text,https://www.gutenberg.org/ebooks/969,168520,2010
125.1,6.08,235.0,0.0,1868,496119,19.46,17.9,10,1953,13477,717,96.1,-175.51,"May 10, 2006",96.0,18362,6.0,5,May,"Kleiser, Grenville",0.09818513553187844,7003,545,346,28.7,0.5986855126987548,137055.6,"Fifteen Thousand Useful Phrases: A Practical Handbook Of Pertinent Expressions, Striking Similes, Literary, Commercial, Conversational, And Oratorical Terms, For The Embellishment Of Speech And Literature, And The Improvement Of The Vocabulary Of Those Persons Who Read, Write, And Speak English",7,Text,https://www.gutenberg.org/ebooks/18362,81607,2006
10.2,4.97,16.0,0.06,1826,381201,11.25,6.46,8,1915,9840,717,7.2,72.16,"March 8, 2016",8.4,51404,7.0,3,March,"Boldrewood, Rolf",0.15058088323746835,2619,546,4644,3.1,0.5134756703226394,108207.0,Plain Living: A Bush Idyll,7,Text,https://www.gutenberg.org/ebooks/51404,76638,2016
13.9,4.68,26.0,0.04,1817,43665,10.16,7.44,12,1862,1487,717,11.1,62.01,12 June 2004,12.4,71,14.0,6,June,"Thoreau, Henry David",0.11175798117407713,390,547,352,8.8,0.5096676466607967,13063.5,On the Duty of Civil Disobedience,7,Text,https://www.gutenberg.org/ebooks/71,9333,2004
8.7,4.57,17.0,0.06,1865,64923,8.93,6.45,1,1936,1767,714,6.4,79.6,"May, 2005",8.8,8147,13.0,5,May,"Kipling, Rudyard",0.06080768825544365,227,548,822,3.1,0.43278862233970516,18047.7,The Man Who Would Be King,8,Text,https://www.gutenberg.org/ebooks/8147,14194,2005
10.8,4.72,20.0,0.05,1874,300901,10.1,6.37,1,1936,7018,713,8.7,68.1,"May, 1994",10.0,130,7.5,5,May,"Chesterton, G. K. (Gilbert Keith)",0.07512382502204813,2760,549,3186,3.1,0.5124968840825791,90873.0,Orthodoxy,6,Text,https://www.gutenberg.org/ebooks/130,63809,1994
8.2,4.89,13.0,0.08,1564,89223,10.19,6.39,1,1616,2439,712,4.8,83.66,"January 1, 1623",7.2,1129,52.0,1,January,"Shakespeare, William",0.12241477342081762,165,550,1392,3.1,0.5054136483579605,23570.1,The Tragedy of Macbeth,7,Text,https://www.gutenberg.org/ebooks/1129,18248,1623
