Attendance,Capacity,Day,Full,Gross,Gross Potential,Month,Name,Performances,Theatre,Type,Year
11724,97,1,08/01/2004,751644,90,8,Beauty And The Beast,8,Lunt-Fontanne,Musical,2004
9140,65,1,08/01/2004,562465,51,8,Bombay Dreams,8,Broadway,Musical,2004
5901,70,1,08/01/2004,343313,45,8,"Caroline, Or Change",8,Eugene O'Neill,Musical,2004
8492,98,1,08/01/2004,589727,82,8,Chicago,8,Ambassador,Musical,2004
2636,85,1,08/01/2004,133879,91,8,"Dracula, The Musical",0,Belasco,Musical,2004
8930,66,1,08/01/2004,556575,52,8,Fiddler On The Roof 04,8,Minskoff,Musical,2004
3663,31,1,08/01/2004,200121,24,8,Forever Tango '04,8,Shubert,Musical,2004
3041,58,1,08/01/2004,125912,32,8,Frozen,8,Circle In The Square,Play,2004
2631,56,1,08/01/2004,111821,25,8,Golda'S Balcony,8,Helen Hayes,Play,2004
10609,93,1,08/01/2004,892116,92,8,Hairspray,8,Neil Simon,Musical,2004
3549,63,1,08/01/2004,196935,50,8,I Am My Own Wife,8,Lyceum,Play,2004
7038,73,1,08/01/2004,381014,46,8,Little Shop Of Horrors,8,Virginia,Musical,2004
10451,87,1,08/01/2004,895934,87,8,Mamma Mia!,8,Cadillac Winter Garden,Musical,2004
9192,87,1,08/01/2004,664178,81,8,Movin' Out,8,Richard Rodgers,Musical,2004
7474,79,1,08/01/2004,377970,71,8,Rent,8,Nederlander,Musical,2004
6156,73,1,08/01/2004,339617,52,8,Sly Fox,8,Ethel Barrymore,Play,2004
11462,100,1,08/01/2004,1021728,107,8,The Boy From Oz,8,Imperial,Musical,2004
8096,97,1,08/01/2004,596162,78,8,The Frogs,8,Vivian Beaumont,Musical,2004
14556,101,1,08/01/2004,1165664,99,8,The Lion King,8,New Amsterdam,Musical,2004
12153,95,1,08/01/2004,669290,67,8,The Phantom Of The Opera,8,Majestic,Musical,2004
12267,90,1,08/01/2004,887337,85,8,The Producers,8,St. James,Musical,2004
14184,100,1,08/01/2004,1174985,104,8,Wicked,8,Gershwin,Musical,2004
6952,60,1,08/01/2004,417569,44,8,Wonderful Town,8,Al Hirschfeld,Musical,2004
11690,81,8,08/08/2004,630506,59,8,42Nd Street '01,8,Ford Center,Musical,2004
5166,89,8,08/08/2004,273174,77,8,After The Fall,8,American Airlines,Play,2004
11391,84,8,08/08/2004,660569,72,8,Aida,8,Palace,Musical,2004
6341,100,8,08/08/2004,496711,103,8,Avenue Q,8,Golden,Musical,2004
11388,94,8,08/08/2004,736639,87,8,Beauty And The Beast,8,Lunt-Fontanne,Musical,2004
8311,59,8,08/08/2004,500316,45,8,Bombay Dreams,8,Broadway,Musical,2004
5180,61,8,08/08/2004,301414,40,8,"Caroline, Or Change",8,Eugene O'Neill,Musical,2004
8371,97,8,08/08/2004,574468,80,8,Chicago,8,Ambassador,Musical,2004
6010,73,8,08/08/2004,290883,74,8,"Dracula, The Musical",0,Belasco,Musical,2004
8763,65,8,08/08/2004,544071,51,8,Fiddler On The Roof 04,8,Minskoff,Musical,2004
4074,35,8,08/08/2004,191127,23,8,Forever Tango '04,8,Shubert,Musical,2004
2401,46,8,08/08/2004,105998,27,8,Frozen,8,Circle In The Square,Play,2004
2703,57,8,08/08/2004,118822,26,8,Golda'S Balcony,8,Helen Hayes,Play,2004
10476,92,8,08/08/2004,883692,91,8,Hairspray,8,Neil Simon,Musical,2004
3120,63,8,08/08/2004,170882,47,8,I Am My Own Wife,7,Lyceum,Play,2004
6356,66,8,08/08/2004,346444,42,8,Little Shop Of Horrors,8,Virginia,Musical,2004
10580,88,8,08/08/2004,888643,86,8,Mamma Mia!,8,Cadillac Winter Garden,Musical,2004
8920,84,8,08/08/2004,642595,78,8,Movin' Out,8,Richard Rodgers,Musical,2004
7180,76,8,08/08/2004,367951,70,8,Rent,8,Nederlander,Musical,2004
5902,70,8,08/08/2004,330674,51,8,Sly Fox,8,Ethel Barrymore,Play,2004
10032,100,8,08/08/2004,912240,109,8,The Boy From Oz,7,Imperial,Musical,2004
8124,97,8,08/08/2004,629110,83,8,The Frogs,8,Vivian Beaumont,Musical,2004
14552,101,8,08/08/2004,1179350,100,8,The Lion King,8,New Amsterdam,Musical,2004
11753,91,8,08/08/2004,648728,65,8,The Phantom Of The Opera,8,Majestic,Musical,2004
12478,91,8,08/08/2004,871475,84,8,The Producers,8,St. James,Musical,2004
14472,100,8,08/08/2004,1187804,103,8,Wicked,8,Gershwin,Musical,2004
6484,56,8,08/08/2004,383050,40,8,Wonderful Town,8,Al Hirschfeld,Musical,2004
11282,78,15,08/15/2004,610072,57,8,42Nd Street '01,8,Ford Center,Musical,2004
5292,91,15,08/15/2004,277699,78,8,After The Fall,8,American Airlines,Play,2004
11945,88,15,08/15/2004,693809,75,8,Aida,8,Palace,Musical,2004
6340,100,15,08/15/2004,501136,104,8,Avenue Q,8,Golden,Musical,2004
10320,85,15,08/15/2004,660849,78,8,Beauty And The Beast,8,Lunt-Fontanne,Musical,2004
7787,55,15,08/15/2004,475251,43,8,Bombay Dreams,8,Broadway,Musical,2004
5543,66,15,08/15/2004,314090,42,8,"Caroline, Or Change",8,Eugene O'Neill,Musical,2004
7957,92,15,08/15/2004,496048,69,8,Chicago,8,Ambassador,Musical,2004
6520,79,15,08/15/2004,313621,80,8,"Dracula, The Musical",0,Belasco,Musical,2004
8854,65,15,08/15/2004,550101,51,8,Fiddler On The Roof 04,8,Minskoff,Musical,2004
4484,38,15,08/15/2004,227851,27,8,Forever Tango '04,8,Shubert,Musical,2004
2754,53,15,08/15/2004,119901,30,8,Frozen,8,Circle In The Square,Play,2004
2641,56,15,08/15/2004,107042,24,8,Golda'S Balcony,8,Helen Hayes,Play,2004
10092,88,15,08/15/2004,843638,87,8,Hairspray,8,Neil Simon,Musical,2004
3324,59,15,08/15/2004,186347,47,8,I Am My Own Wife,8,Lyceum,Play,2004
6793,70,15,08/15/2004,376054,45,8,Little Shop Of Horrors,8,Virginia,Musical,2004
10411,87,15,08/15/2004,885402,86,8,Mamma Mia!,8,Cadillac Winter Garden,Musical,2004
494,69,15,08/15/2004,19555,55,8,Marc Salem'S Mind Games,1,Lyceum,Special,2004
8933,84,15,08/15/2004,628986,76,8,Movin' Out,8,Richard Rodgers,Musical,2004
7396,78,15,08/15/2004,378567,72,8,Rent,8,Nederlander,Musical,2004
5826,69,15,08/15/2004,324800,50,8,Sly Fox,8,Ethel Barrymore,Play,2004
11465,100,15,08/15/2004,1060942,111,8,The Boy From Oz,8,Imperial,Musical,2004
7882,95,15,08/15/2004,575116,76,8,The Frogs,8,Vivian Beaumont,Musical,2004
14561,102,15,08/15/2004,1168783,99,8,The Lion King,8,New Amsterdam,Musical,2004
12053,94,15,08/15/2004,661893,66,8,The Phantom Of The Opera,8,Majestic,Musical,2004
12102,89,15,08/15/2004,836720,80,8,The Producers,8,St. James,Musical,2004
14472,100,15,08/15/2004,1190775,103,8,Wicked,8,Gershwin,Musical,2004
5816,51,15,08/15/2004,348842,37,8,Wonderful Town,8,Al Hirschfeld,Musical,2004
10151,70,22,08/22/2004,548415,51,8,42Nd Street '01,8,Ford Center,Musical,2004
5045,87,22,08/22/2004,264916,75,8,After The Fall,8,American Airlines,Play,2004
12395,91,22,08/22/2004,725879,79,8,Aida,8,Palace,Musical,2004
6351,100,22,08/22/2004,502779,105,8,Avenue Q,8,Golden,Musical,2004
9555,79,22,08/22/2004,604232,71,8,Beauty And The Beast,8,Lunt-Fontanne,Musical,2004
8139,58,22,08/22/2004,480624,44,8,Bombay Dreams,8,Broadway,Musical,2004
5801,69,22,08/22/2004,344726,46,8,"Caroline, Or Change",8,Eugene O'Neill,Musical,2004
7693,89,22,08/22/2004,474628,66,8,Chicago,8,Ambassador,Musical,2004
4454,54,22,08/22/2004,269831,44,8,"Dracula, The Musical",5,Belasco,Musical,2004
8268,61,22,08/22/2004,506150,47,8,Fiddler On The Roof 04,8,Minskoff,Musical,2004
4565,39,22,08/22/2004,228737,27,8,Forever Tango '04,8,Shubert,Musical,2004
3429,66,22,08/22/2004,142081,36,8,Frozen,8,Circle In The Square,Play,2004
2754,58,22,08/22/2004,105100,23,8,Golda'S Balcony,8,Helen Hayes,Play,2004
9340,82,22,08/22/2004,778624,80,8,Hairspray,8,Neil Simon,Musical,2004
3080,55,22,08/22/2004,165668,42,8,I Am My Own Wife,8,Lyceum,Play,2004
6971,72,22,08/22/2004,394213,47,8,Little Shop Of Horrors,8,Virginia,Musical,2004
11122,93,22,08/22/2004,908560,88,8,Mamma Mia!,8,Cadillac Winter Garden,Musical,2004
529,74,22,08/22/2004,23528,66,8,Marc Salem'S Mind Games,1,Lyceum,Special,2004
8471,80,22,08/22/2004,587458,71,8,Movin' Out,8,Richard Rodgers,Musical,2004
7009,74,22,08/22/2004,354201,67,8,Rent,8,Nederlander,Musical,2004
2924,35,22,08/22/2004,137594,21,8,Sly Fox,8,Ethel Barrymore,Play,2004
11466,100,22,08/22/2004,1057937,111,8,The Boy From Oz,8,Imperial,Musical,2004
7549,91,22,08/22/2004,553056,73,8,The Frogs,8,Vivian Beaumont,Musical,2004
14569,101,22,08/22/2004,1169766,102,8,The Lion King,8,New Amsterdam,Musical,2004
11716,91,22,08/22/2004,639223,64,8,The Phantom Of The Opera,8,Majestic,Musical,2004
12417,91,22,08/22/2004,839042,81,8,The Producers,8,St. James,Musical,2004
14472,100,22,08/22/2004,1201761,104,8,Wicked,8,Gershwin,Musical,2004
5725,50,22,08/22/2004,335629,35,8,Wonderful Town,8,Al Hirschfeld,Musical,2004
8638,60,29,08/29/2004,478094,45,8,42Nd Street '01,8,Ford Center,Musical,2004
4531,78,29,08/29/2004,233098,66,8,After The Fall,8,American Airlines,Play,2004
12149,90,29,08/29/2004,711446,77,8,Aida,8,Palace,Musical,2004
6343,100,29,08/29/2004,495218,103,8,Avenue Q,8,Golden,Musical,2004
8798,73,29,08/29/2004,532946,63,8,Beauty And The Beast,8,Lunt-Fontanne,Musical,2004
7738,55,29,08/29/2004,453786,41,8,Bombay Dreams,8,Broadway,Musical,2004
6729,80,29,08/29/2004,416186,55,8,"Caroline, Or Change",8,Eugene O'Neill,Musical,2004
5750,67,29,08/29/2004,347808,49,8,Chicago,8,Ambassador,Musical,2004
4459,54,29,08/29/2004,258067,40,8,"Dracula, The Musical",8,Belasco,Musical,2004
7580,56,29,08/29/2004,457279,43,8,Fiddler On The Roof 04,8,Minskoff,Musical,2004
3857,33,29,08/29/2004,202098,24,8,Forever Tango '04,8,Shubert,Musical,2004
2328,49,29,08/29/2004,83281,19,8,Golda'S Balcony,8,Helen Hayes,Play,2004
9801,86,29,08/29/2004,699775,72,8,Hairspray,8,Neil Simon,Musical,2004
2350,42,29,08/29/2004,124937,31,8,I Am My Own Wife,8,Lyceum,Play,2004
11809,99,29,08/29/2004,803299,78,8,Mamma Mia!,8,Cadillac Winter Garden,Musical,2004
477,67,29,08/29/2004,18637,52,8,Marc Salem'S Mind Games,1,Lyceum,Special,2004
6972,66,29,08/29/2004,472934,57,8,Movin' Out,8,Richard Rodgers,Musical,2004
5338,56,29,08/29/2004,267313,51,8,Rent,8,Nederlander,Musical,2004
2052,24,29,08/29/2004,88819,14,8,Sly Fox,8,Ethel Barrymore,Play,2004
11469,100,29,08/29/2004,1062911,111,8,The Boy From Oz,8,Imperial,Musical,2004
6164,74,29,08/29/2004,442899,58,8,The Frogs,8,Vivian Beaumont,Musical,2004
14539,101,29,08/29/2004,1168544,102,8,The Lion King,8,New Amsterdam,Musical,2004
9643,75,29,08/29/2004,535274,53,8,The Phantom Of The Opera,8,Majestic,Musical,2004
10947,80,29,08/29/2004,712315,68,8,The Producers,8,St. James,Musical,2004
14472,100,29,08/29/2004,1204709,104,8,Wicked,8,Gershwin,Musical,2004
5437,47,29,08/29/2004,323628,34,8,Wonderful Town,8,Al Hirschfeld,Musical,2004
8221,57,5,09/05/2004,435506,41,9,42Nd Street '01,8,Ford Center,Musical,2004
4317,74,5,09/05/2004,228618,64,9,After The Fall,8,American Airlines,Play,2004
11239,83,5,09/05/2004,651855,71,9,Aida,8,Palace,Musical,2004
5544,87,5,09/05/2004,425084,88,9,Avenue Q,8,Golden,Musical,2004
7510,62,5,09/05/2004,448809,53,9,Beauty And The Beast,8,Lunt-Fontanne,Musical,2004
9248,66,5,09/05/2004,498458,45,9,Bombay Dreams,8,Broadway,Musical,2004
5364,62,5,09/05/2004,340860,48,9,Chicago,8,Ambassador,Musical,2004
4276,52,5,09/05/2004,247845,38,9,"Dracula, The Musical",8,Belasco,Musical,2004
6841,51,5,09/05/2004,387935,36,9,Fiddler On The Roof 04,8,Minskoff,Musical,2004
1753,50,5,09/05/2004,71154,25,9,Golda'S Balcony,6,Helen Hayes,Play,2004
9895,87,5,09/05/2004,713593,74,9,Hairspray,8,Neil Simon,Musical,2004
11166,93,5,09/05/2004,766824,74,9,Mamma Mia!,8,Cadillac Winter Garden,Musical,2004
788,14,5,09/05/2004,35823,13,9,Marc Salem'S Mind Games,8,Lyceum,Special,2004
6447,61,5,09/05/2004,387840,47,9,Movin' Out,8,Richard Rodgers,Musical,2004
5178,55,5,09/05/2004,226935,43,9,Rent,8,Nederlander,Musical,2004
11463,100,5,09/05/2004,1085923,114,9,The Boy From Oz,8,Imperial,Musical,2004
5556,67,5,09/05/2004,383814,51,9,The Frogs,8,Vivian Beaumont,Musical,2004
11584,80,5,09/05/2004,917339,73,9,The Lion King,8,New Amsterdam,Musical,2004
8005,62,5,09/05/2004,444015,44,9,The Phantom Of The Opera,8,Majestic,Musical,2004
10101,74,5,09/05/2004,708823,68,9,The Producers,8,St. James,Musical,2004
14472,100,5,09/05/2004,1211753,105,9,Wicked,8,Gershwin,Musical,2004
5009,44,5,09/05/2004,300571,32,9,Wonderful Town,8,Al Hirschfeld,Musical,2004
7410,51,12,09/12/2004,393972,37,9,42Nd Street '01,8,Ford Center,Musical,2004
4727,81,12,09/12/2004,270708,76,9,After The Fall,8,American Airlines,Play,2004
6326,99,12,09/12/2004,498144,104,9,Avenue Q,8,Golden,Musical,2004
6336,52,12,09/12/2004,364017,43,9,Beauty And The Beast,8,Lunt-Fontanne,Musical,2004
8079,57,12,09/12/2004,455216,41,9,Bombay Dreams,8,Broadway,Musical,2004
6455,75,12,09/12/2004,382307,53,9,Chicago,8,Ambassador,Musical,2004
2745,33,12,09/12/2004,164958,25,9,"Dracula, The Musical",8,Belasco,Musical,2004
6287,46,12,09/12/2004,382791,36,9,Fiddler On The Roof 04,8,Minskoff,Musical,2004
1845,39,12,09/12/2004,81178,18,9,Golda'S Balcony,8,Helen Hayes,Play,2004
9558,84,12,09/12/2004,687224,71,9,Hairspray,8,Neil Simon,Musical,2004
3656,74,12,09/12/2004,182807,50,9,I Am My Own Wife,7,Lyceum,Play,2004
11130,93,12,09/12/2004,833509,81,9,Mamma Mia!,8,Cadillac Winter Garden,Musical,2004
153,21,12,09/12/2004,7237,20,9,Marc Salem'S Mind Games,1,Lyceum,Special,2004
6846,65,12,09/12/2004,415574,50,9,Movin' Out,8,Richard Rodgers,Musical,2004
5425,57,12,09/12/2004,244814,46,9,Rent,8,Nederlander,Musical,2004
11455,100,12,09/12/2004,1405141,123,9,The Boy From Oz,8,Imperial,Musical,2004
6361,76,12,09/12/2004,432657,57,9,The Frogs,8,Vivian Beaumont,Musical,2004
12433,86,12,09/12/2004,980524,78,9,The Lion King,8,New Amsterdam,Musical,2004
7697,60,12,09/12/2004,430414,43,9,The Phantom Of The Opera,8,Majestic,Musical,2004
10408,76,12,09/12/2004,736676,71,9,The Producers,8,St. James,Musical,2004
14472,100,12,09/12/2004,1192471,103,9,Wicked,8,Gershwin,Musical,2004
4737,41,12,09/12/2004,279350,29,9,Wonderful Town,8,Al Hirschfeld,Musical,2004
10549,73,19,09/19/2004,563018,53,9,42Nd Street '01,8,Ford Center,Musical,2004
6300,99,19,09/19/2004,489977,102,9,Avenue Q,8,Golden,Musical,2004
10078,83,19,09/19/2004,534095,63,9,Beauty And The Beast,8,Lunt-Fontanne,Musical,2004
8110,58,19,09/19/2004,487910,44,9,Bombay Dreams,8,Broadway,Musical,2004
7795,90,19,09/19/2004,488635,68,9,Chicago,8,Ambassador,Musical,2004
3661,44,19,09/19/2004,218999,34,9,"Dracula, The Musical",8,Belasco,Musical,2004
8557,63,19,09/19/2004,505891,47,9,Fiddler On The Roof 04,8,Minskoff,Musical,2004
1404,30,19,09/19/2004,66135,15,9,Golda'S Balcony,8,Helen Hayes,Play,2004
10179,89,19,09/19/2004,757630,78,9,Hairspray,8,Neil Simon,Musical,2004
3601,64,19,09/19/2004,191114,48,9,I Am My Own Wife,8,Lyceum,Play,2004
11533,96,19,09/19/2004,891564,86,9,Mamma Mia!,8,Cadillac Winter Garden,Musical,2004
197,28,19,09/19/2004,8651,24,9,Marc Salem'S Mind Games,1,Lyceum,Special,2004
8440,80,19,09/19/2004,528365,64,9,Movin' Out,8,Richard Rodgers,Musical,2004
6549,69,19,09/19/2004,295327,56,9,Rent,8,Nederlander,Musical,2004
7197,86,19,09/19/2004,468577,62,9,The Frogs,8,Vivian Beaumont,Musical,2004
13654,95,19,09/19/2004,1077422,85,9,The Lion King,8,New Amsterdam,Musical,2004
9656,75,19,09/19/2004,538661,54,9,The Phantom Of The Opera,8,Majestic,Musical,2004
11579,85,19,09/19/2004,825763,79,9,The Producers,8,St. James,Musical,2004
14236,98,19,09/19/2004,1165487,101,9,Wicked,8,Gershwin,Musical,2004
5323,46,19,09/19/2004,322087,34,9,Wonderful Town,8,Al Hirschfeld,Musical,2004
11325,78,26,09/26/2004,589109,55,9,42Nd Street '01,8,Ford Center,Musical,2004
6329,99,26,09/26/2004,496435,103,9,Avenue Q,8,Golden,Musical,2004
9196,76,26,09/26/2004,473316,56,9,Beauty And The Beast,8,Lunt-Fontanne,Musical,2004
7403,53,26,09/26/2004,431102,39,9,Bombay Dreams,8,Broadway,Musical,2004
2542,61,26,09/26/2004,135106,38,9,Brooklyn,0,Plymouth,Musical,2004
7874,91,26,09/26/2004,489131,68,9,Chicago,8,Ambassador,Musical,2004
4233,51,26,09/26/2004,229482,35,9,"Dracula, The Musical",8,Belasco,Musical,2004
7557,56,26,09/26/2004,435541,41,9,Fiddler On The Roof 04,8,Minskoff,Musical,2004
1948,41,26,09/26/2004,77364,17,9,Golda'S Balcony,8,Helen Hayes,Play,2004
10435,91,26,09/26/2004,761949,79,9,Hairspray,8,Neil Simon,Musical,2004
3813,68,26,09/26/2004,185652,47,9,I Am My Own Wife,8,Lyceum,Play,2004
11700,98,26,09/26/2004,912227,88,9,Mamma Mia!,8,Cadillac Winter Garden,Musical,2004
139,20,26,09/26/2004,7809,22,9,Marc Salem'S Mind Games,1,Lyceum,Special,2004
8340,79,26,09/26/2004,530018,64,9,Movin' Out,8,Richard Rodgers,Musical,2004
2997,92,26,09/26/2004,149256,64,9,Reckless,0,Biltmore,Play,2004
5829,62,26,09/26/2004,276276,52,9,Rent,8,Nederlander,Musical,2004
7538,90,26,09/26/2004,483082,64,9,The Frogs,8,Vivian Beaumont,Musical,2004
13664,95,26,09/26/2004,1087707,86,9,The Lion King,8,New Amsterdam,Musical,2004
10025,78,26,09/26/2004,552190,55,9,The Phantom Of The Opera,8,Majestic,Musical,2004
12099,89,26,09/26/2004,850513,82,9,The Producers,8,St. James,Musical,2004
14472,100,26,09/26/2004,1172291,101,9,Wicked,8,Gershwin,Musical,2004
5653,49,26,09/26/2004,338230,36,9,Wonderful Town,8,Al Hirschfeld,Musical,2004
11296,78,3,10/03/2004,602620,56,10,42Nd Street '01,8,Ford Center,Musical,2004
6347,100,3,10/03/2004,495395,103,10,Avenue Q,8,Golden,Musical,2004
9002,75,3,10/03/2004,485842,57,10,Beauty And The Beast,8,Lunt-Fontanne,Musical,2004
7670,54,3,10/03/2004,456659,41,10,Bombay Dreams,8,Broadway,Musical,2004
4344,59,3,10/03/2004,208899,34,10,Brooklyn,0,Plymouth,Musical,2004
7665,89,3,10/03/2004,487703,68,10,Chicago,8,Ambassador,Musical,2004
4237,51,3,10/03/2004,249410,38,10,"Dracula, The Musical",8,Belasco,Musical,2004
7827,58,3,10/03/2004,445435,42,10,Fiddler On The Roof 04,8,Minskoff,Musical,2004
2535,22,3,10/03/2004,120904,14,10,Forever Tango '04,8,Shubert,Musical,2004
2400,51,3,10/03/2004,98816,22,10,Golda'S Balcony,8,Helen Hayes,Play,2004
10435,91,3,10/03/2004,777754,80,10,Hairspray,8,Neil Simon,Musical,2004
4162,74,3,10/03/2004,220626,55,10,I Am My Own Wife,8,Lyceum,Play,2004
11597,97,3,10/03/2004,898667,87,10,Mamma Mia!,8,Cadillac Winter Garden,Musical,2004
73,10,3,10/03/2004,3668,10,10,Marc Salem'S Mind Games,1,Lyceum,Special,2004
8446,80,3,10/03/2004,552512,67,10,Movin' Out,8,Richard Rodgers,Musical,2004
4889,94,3,10/03/2004,237346,64,10,Reckless,0,Biltmore,Play,2004
6221,66,3,10/03/2004,294097,56,10,Rent,8,Nederlander,Musical,2004
7349,88,3,10/03/2004,491948,65,10,The Frogs,8,Vivian Beaumont,Musical,2004
13156,91,3,10/03/2004,1043576,82,10,The Lion King,8,New Amsterdam,Musical,2004
9453,74,3,10/03/2004,521477,52,10,The Phantom Of The Opera,8,Majestic,Musical,2004
11906,87,3,10/03/2004,864249,83,10,The Producers,8,St. James,Musical,2004
2883,78,3,10/03/2004,143510,65,10,Twelve Angry Men,0,American Airlines,Play,2004
14472,100,3,10/03/2004,1178866,102,10,Wicked,8,Gershwin,Musical,2004
6212,54,3,10/03/2004,370862,39,10,Wonderful Town,8,Al Hirschfeld,Musical,2004
12540,86,10,10/10/2004,695437,65,10,42Nd Street '01,8,Ford Center,Musical,2004
6342,100,10,10/10/2004,498969,104,10,Avenue Q,8,Golden,Musical,2004
9937,82,10,10/10/2004,598576,71,10,Beauty And The Beast,8,Lunt-Fontanne,Musical,2004
8716,62,10,10/10/2004,528994,48,10,Bombay Dreams,8,Broadway,Musical,2004
4940,68,10,10/10/2004,245496,40,10,Brooklyn,0,Plymouth,Musical,2004
8183,95,10,10/10/2004,562964,79,10,Chicago,8,Ambassador,Musical,2004
4677,57,10,10/10/2004,282778,44,10,"Dracula, The Musical",8,Belasco,Musical,2004
10070,74,10,10/10/2004,583177,54,10,Fiddler On The Roof 04,8,Minskoff,Musical,2004
3134,27,10,10/10/2004,152833,18,10,Forever Tango '04,8,Shubert,Musical,2004
2444,52,10,10/10/2004,105698,24,10,Golda'S Balcony,8,Helen Hayes,Play,2004
11292,99,10,10/10/2004,836959,86,10,Hairspray,8,Neil Simon,Musical,2004
4607,82,10,10/10/2004,245612,62,10,I Am My Own Wife,8,Lyceum,Play,2004
11885,99,10,10/10/2004,970190,94,10,Mamma Mia!,8,Cadillac Winter Garden,Musical,2004
120,17,10,10/10/2004,6790,19,10,Marc Salem'S Mind Games,1,Lyceum,Special,2004
9736,92,10,10/10/2004,651808,79,10,Movin' Out,8,Richard Rodgers,Musical,2004
4622,89,10,10/10/2004,227372,61,10,Reckless,0,Biltmore,Play,2004
7764,82,10,10/10/2004,378238,72,10,Rent,8,Nederlander,Musical,2004
7498,90,10,10/10/2004,513792,68,10,The Frogs,8,Vivian Beaumont,Musical,2004
13754,95,10,10/10/2004,1113510,88,10,The Lion King,8,New Amsterdam,Musical,2004
11031,86,10,10/10/2004,614246,61,10,The Phantom Of The Opera,8,Majestic,Musical,2004
12502,92,10,10/10/2004,933822,90,10,The Producers,8,St. James,Musical,2004
4763,80,10,10/10/2004,250663,68,10,Twelve Angry Men,0,American Airlines,Play,2004
14472,100,10,10/10/2004,1202536,104,10,Wicked,8,Gershwin,Musical,2004
7530,66,10,10/10/2004,488624,51,10,Wonderful Town,8,Al Hirschfeld,Musical,2004
12578,87,17,10/17/2004,684966,64,10,42Nd Street '01,8,Ford Center,Musical,2004
6348,100,17,10/17/2004,502367,104,10,Avenue Q,8,Golden,Musical,2004
10107,84,17,10/17/2004,594474,70,10,Beauty And The Beast,8,Lunt-Fontanne,Musical,2004
9207,65,17,10/17/2004,529298,48,10,Bombay Dreams,8,Broadway,Musical,2004
5101,70,17,10/17/2004,268959,44,10,Brooklyn,0,Plymouth,Musical,2004
8403,97,17,10/17/2004,570254,80,10,Chicago,8,Ambassador,Musical,2004
5395,66,17,10/17/2004,319959,49,10,"Dracula, The Musical",8,Belasco,Musical,2004
10166,75,17,10/17/2004,579126,54,10,Fiddler On The Roof 04,8,Minskoff,Musical,2004
2510,21,17,10/17/2004,134042,16,10,Forever Tango '04,8,Shubert,Musical,2004
2309,49,17,10/17/2004,105853,24,10,Golda'S Balcony,8,Helen Hayes,Play,2004
11095,97,17,10/17/2004,822775,85,10,Hairspray,8,Neil Simon,Musical,2004
3288,93,17,10/17/2004,178000,68,10,I Am My Own Wife,5,Lyceum,Play,2004
2631,35,17,10/17/2004,104524,22,10,Laugh Whore,0,Cort,Play,2004
11971,100,17,10/17/2004,949462,92,10,Mamma Mia!,8,Cadillac Winter Garden,Musical,2004
249,35,17,10/17/2004,12339,35,10,Marc Salem'S Mind Games,1,Lyceum,Special,2004
9388,89,17,10/17/2004,610007,74,10,Movin' Out,8,Richard Rodgers,Musical,2004
4105,79,17,10/17/2004,200303,54,10,Reckless,5,Biltmore,Play,2004
7840,83,17,10/17/2004,386797,73,10,Rent,8,Nederlander,Musical,2004
14276,99,17,10/17/2004,1133034,90,10,The Lion King,8,New Amsterdam,Musical,2004
11364,88,17,10/17/2004,627609,63,10,The Phantom Of The Opera,8,Majestic,Musical,2004
12565,92,17,10/17/2004,911727,87,10,The Producers,8,St. James,Musical,2004
5236,88,17,10/17/2004,294412,80,10,Twelve Angry Men,0,American Airlines,Play,2004
14472,100,17,10/17/2004,1180266,102,10,Wicked,8,Gershwin,Musical,2004
7661,67,17,10/17/2004,479155,50,10,Wonderful Town,8,Al Hirschfeld,Musical,2004
13088,90,24,10/24/2004,718276,67,10,42Nd Street '01,8,Ford Center,Musical,2004
6358,100,24,10/24/2004,500641,104,10,Avenue Q,8,Golden,Musical,2004
10455,87,24,10/24/2004,582964,69,10,Beauty And The Beast,8,Lunt-Fontanne,Musical,2004
9483,67,24,10/24/2004,543719,49,10,Bombay Dreams,8,Broadway,Musical,2004
4435,61,24,10/24/2004,238799,39,10,Brooklyn,5,Plymouth,Musical,2004
8228,95,24,10/24/2004,572040,80,10,Chicago,8,Ambassador,Musical,2004
5413,66,24,10/24/2004,313849,48,10,"Dracula, The Musical",8,Belasco,Musical,2004
10240,76,24,10/24/2004,584414,55,10,Fiddler On The Roof 04,8,Minskoff,Musical,2004
2440,21,24,10/24/2004,129019,15,10,Forever Tango '04,8,Shubert,Musical,2004
2439,52,24,10/24/2004,115140,26,10,Golda'S Balcony,8,Helen Hayes,Play,2004
11165,98,24,10/24/2004,825051,85,10,Hairspray,8,Neil Simon,Musical,2004
5059,90,24,10/24/2004,294032,74,10,I Am My Own Wife,8,Lyceum,Play,2004
2128,29,24,10/24/2004,80887,17,10,Laugh Whore,1,Cort,Play,2004
11731,98,24,10/24/2004,928127,90,10,Mamma Mia!,8,Cadillac Winter Garden,Musical,2004
9295,88,24,10/24/2004,591207,72,10,Movin' Out,8,Richard Rodgers,Musical,2004
4869,94,24,10/24/2004,237584,64,10,Reckless,8,Biltmore,Play,2004
7860,83,24,10/24/2004,394085,75,10,Rent,8,Nederlander,Musical,2004
908,38,24,10/24/2004,40369,24,10,The Good Body,0,Booth,Play,2004
14230,99,24,10/24/2004,1129995,89,10,The Lion King,8,New Amsterdam,Musical,2004
11622,90,24,10/24/2004,623376,62,10,The Phantom Of The Opera,8,Majestic,Musical,2004
12825,94,24,10/24/2004,924305,89,10,The Producers,8,St. James,Musical,2004
